Feature,Model_Weight,Mean_SHAP
Kappa2,0.004509393774804039,0.004230084773757542
Kappa3,0.0012805882370612743,0.0012678044158364174
LabuteASA,0.0008937278528242825,0.0016537638208731973
PEOE_VSA1,0.00029748881573709435,0.000487414965951017
PEOE_VSA10,0.0,0.0
PEOE_VSA12,3.1003675213373015e-05,9.81002952752378e-05
PEOE_VSA14,3.632940390069149e-05,0.00018945236942799495
PEOE_VSA2,0.0001634421610780564,0.00024108080175726362
PEOE_VSA3,8.212841920697369e-07,1.672946656041753e-05
PEOE_VSA6,6.622474398334026e-05,0.00022534244899694234
PEOE_VSA7,0.0016690247572794035,0.0030421795084545422
PEOE_VSA8,0.006954858201012871,0.004959318459807776
PEOE_VSA9,0.001749234714424695,0.0024507823282957034
SMR_VSA1,0.004514379173177033,0.0037317236818421124
SMR_VSA10,4.615914633364867e-05,0.00023189023316932015
SMR_VSA3,0.006407244979207343,0.004587327055031027
SMR_VSA4,1.2188324556462742e-05,6.313818076462802e-05
SMR_VSA5,0.0024027705828924455,0.003456399011127783
SMR_VSA6,0.005793130308936834,0.005056110847058721
SMR_VSA7,0.0007063319567488052,0.0002767881030643004
SlogP_VSA1,0.0010757797066867176,0.0013037334956495282
SlogP_VSA2,0.07472611005876713,0.16181928433905193
SlogP_VSA3,0.0003765761606179369,0.0011707425355644994
SlogP_VSA5,0.001525907632509026,0.0029391946726969893
SlogP_VSA6,0.00019197590496156477,0.0005345192837404995
TPSA,0.0002994212357043412,0.00034625971810726773
EState_VSA1,0.0019283079654783528,0.005301302653942076
EState_VSA10,5.6816867072385136e-05,0.000143402923666393
EState_VSA2,0.0020122417307925832,0.0036511699698309227
EState_VSA3,4.3561926287069385e-08,2.274664083812849e-06
EState_VSA4,0.00042052152198556727,0.001225153431284917
EState_VSA5,0.004785567458687734,0.004972647865311417
EState_VSA7,0.00014893050686843492,0.00015371589318244973
EState_VSA8,5.4758180614142504e-05,0.0002510644857924693
EState_VSA9,2.5900268296592485e-05,8.388239131466118e-05
VSA_EState1,1.7380420429041481e-06,1.622417557776965e-05
VSA_EState2,0.0003726819619466683,0.0011107407278338048
VSA_EState3,0.015118120995291747,0.013879520599373639
VSA_EState4,5.2080081029381314e-05,7.448156542806268e-05
VSA_EState5,0.0004720257723539392,0.0004362453400458551
VSA_EState7,0.002489557711219124,0.002793929315699955
VSA_EState8,0.20353251925371646,0.2429410973533203
FractionCSP3,2.8365210963145804e-05,0.00020832609408356917
HeavyAtomCount,0.0011088993694046126,0.0011121943147447777
NHOHCount,3.945886111801803e-05,0.00010182879595793349
NOCount,0.0003373086404573264,0.0003918166321643347
NumAliphaticHeterocycles,1.2230916813299256e-05,6.160376361610362e-05
NumAliphaticRings,0.0006846758522267689,0.0005394406886865176
NumAmideBonds,3.808243019342381e-05,6.586990751857974e-05
NumAtomStereoCenters,0.0013668271807504542,0.0019398720727530781
NumHAcceptors,0.0001089045274775556,0.0002292383308058768
NumHDonors,0.00019629395364250782,0.0001922023831830096
NumHeteroatoms,3.4819582057962605e-05,0.00010179826556346708
NumHeterocycles,4.976006326621661e-05,0.00018174095977748584
NumRotatableBonds,0.0004285457088435477,0.00035547596181492063
NumSaturatedHeterocycles,0.0009146083170633825,0.000644990474508977
NumSaturatedRings,0.0020031308738705424,0.0016686930088194722
NumUnspecifiedAtomStereoCenters,0.0018041205168496971,0.002977775102460016
Phi,0.00207788900457253,0.00272575344931173
RingCount,0.000744453371943963,0.000493465216536311
MolLogP,0.0036235162716608802,0.004048217161470951
MolMR,0.0016566207985856945,0.0019076590713211232
fr_Al_COO,0.00014007048383766853,0.00035929599821844923
fr_Al_OH,0.0005213010753812901,0.0005018362878545174
fr_Al_OH_noTert,0.0007268251443073905,0.0006388838489478508
fr_COO,1.1786396667801782e-05,5.03628589099217e-05
fr_COO2,7.741865486849042e-05,0.00016050834558369742
fr_C_O,3.867749298030852e-06,3.5595006344415946e-05
fr_C_O_noCOO,0.0,0.0
fr_NH0,0.0,0.0
fr_NH1,0.0010136917934779248,0.0008823342620087981
fr_NH2,9.466128388374142e-05,0.0001443860615211701
fr_allylic_oxid,0.0012721712293334402,0.0005435135764498048
fr_amide,2.8945543321785472e-05,9.876285907485767e-05
fr_ester,2.17166328270254e-06,1.1728447818549296e-05
fr_ether,0.0,0.0
fr_lactone,7.376329716215636e-07,8.516604680576177e-06
fr_priamide,0.0,0.0
fr_unbrch_alkane,7.05679794800317e-05,0.0002696466183422004
